Image;Label
data/0/0_0_BÊN.jpg;BÊN
data/0/0_1_TRÁI.jpg;TRÁI
data/0/0_2_CÓ.jpg;CÓ
data/0/0_3_QUÂN.jpg;QUÂN
data/0/0_4_PHÁP.jpg;PHÁP
data/0/0_5_TỰ.jpg;TỰ
data/0/0_6_DO.jpg;DO
data/0/0_7_CHIẾM.jpg;CHIẾM
data/0/0_8_QARET.jpg;QARET
data/0/0_9_EL.jpg;EL
data/0/0_10_HIMEIMAT.jpg;HIMEIMAT
data/0/0_11_VÀ.jpg;VÀ
data/0/0_12_ĐỒNG.jpg;ĐỒNG
data/0/0_13_BẰNG.jpg;BẰNG
data/0/0_14_EL.jpg;EL
data/0/0_15_TAQA.jpg;TAQA
"data/0/1_0_""1,72.jpg";"""1,72"
data/0/1_1_TỶ.jpg;TỶ
data/0/1_2_USD.jpg;USD
data/0/1_3_ĐÃ.jpg;ĐÃ
data/0/1_4_ĐƯỢC.jpg;ĐƯỢC
data/0/1_5_CHI.jpg;CHI
data/0/1_6_TRONG.jpg;TRONG
data/0/1_7_MỘT.jpg;MỘT
data/0/1_8_NỖ.jpg;NỖ
data/0/1_9_LỰC.jpg;LỰC
data/0/1_10_MANG.jpg;MANG
data/0/1_11_LẠI.jpg;LẠI
data/0/1_12_NỀN.jpg;NỀN
data/0/1_13_AN.jpg;AN
"data/0/1_14_NINH"".jpg";"NINH"""
data/0/2_0_ALAN.jpg;ALAN
data/0/2_1_KEYES.jpg;KEYES
data/0/2_2_NHẬN.jpg;NHẬN
data/0/2_3_SỰ.jpg;SỰ
data/0/2_4_ĐỀ.jpg;ĐỀ
data/0/2_5_CỦA.jpg;CỦA
data/0/2_6_ĐẢNG.jpg;ĐẢNG
data/0/2_7_CỘNG.jpg;CỘNG
data/0/2_8_HÒA.jpg;HÒA
data/0/2_9_THAY.jpg;THAY
data/0/2_10_THẾ.jpg;THẾ
data/0/2_11_VỊ.jpg;VỊ
data/0/2_12_TRÍ.jpg;TRÍ
data/0/2_13_CỦA.jpg;CỦA
data/0/2_14_RYAN.jpg;RYAN
data/0/3_0_ÁNH.jpg;ÁNH
data/0/3_1_SÁNG.jpg;SÁNG
data/0/3_2_TRẮNG.jpg;TRẮNG
data/0/4_0_BA.jpg;BA
data/0/4_1_NĂM.jpg;NĂM
data/0/4_2_LIÊN.jpg;LIÊN
data/0/4_3_TIẾP.jpg;TIẾP
data/0/5_0_BÔNG.jpg;BÔNG
data/0/5_1_HAY.jpg;HAY
data/0/5_2_BỤI.jpg;BỤI
data/0/5_3_ĐƯỢC.jpg;ĐƯỢC
data/0/5_4_DÙNG.jpg;DÙNG
data/0/5_5_TRÊN.jpg;TRÊN
data/0/5_6_VÀ.jpg;VÀ
data/0/5_7_TRONG.jpg;TRONG
data/0/5_8_MỘT.jpg;MỘT
data/0/5_9_SỐ.jpg;SỐ
data/0/5_10_THỰC.jpg;THỰC
data/0/5_11_PHẨM.jpg;PHẨM
data/0/5_12_CHO.jpg;CHO
data/0/5_13_NGƯỜI.jpg;NGƯỜI
data/0/5_14_SÀNH.jpg;SÀNH
data/0/5_15_ĂN.jpg;ĂN
data/0/6_0_BA.jpg;BA
data/0/6_1_TẦNG.jpg;TẦNG
data/0/7_0_ALEPPO.jpg;ALEPPO
data/0/7_1_VÀ.jpg;VÀ
data/0/7_2_CÁC.jpg;CÁC
data/0/7_3_THÀNH.jpg;THÀNH
data/0/7_4_PHỐ.jpg;PHỐ
data/0/7_5_KHÁC.jpg;KHÁC
data/0/7_6_CỦA.jpg;CỦA
data/0/7_7_SYRIA.jpg;SYRIA
data/0/7_8_VẪN.jpg;VẪN
data/0/7_9_ĐƯỢC.jpg;ĐƯỢC
data/0/7_10_BẢO.jpg;BẢO
data/0/7_11_TỒN.jpg;TỒN
data/0/7_12_VÀ.jpg;VÀ
data/0/7_13_CÁC.jpg;CÁC
data/0/7_14_KHU.jpg;KHU
data/0/7_15_VỰC.jpg;VỰC
data/0/7_16_SINH.jpg;SINH
data/0/7_17_SỐNG.jpg;SỐNG
data/0/7_18_TRUYỀN.jpg;TRUYỀN
data/0/7_19_THỐNG.jpg;THỐNG
data/0/7_20_ĐƯỢC.jpg;ĐƯỢC
data/0/7_21_SẮP.jpg;SẮP
data/0/7_22_XẾP.jpg;XẾP
data/0/7_23_XUNG.jpg;XUNG
data/0/7_24_QUANH.jpg;QUANH
data/0/7_25_MỘT.jpg;MỘT
data/0/7_26_HAY.jpg;HAY
data/0/7_27_NHIỀU.jpg;NHIỀU
data/0/7_28_CHIẾC.jpg;CHIẾC
data/0/7_29_SÂN.jpg;SÂN
data/0/8_0_ÁP.jpg;ÁP
data/0/8_1_DỤNG.jpg;DỤNG
data/0/8_2_TRONG.jpg;TRONG
data/0/8_3_ĐẾ.jpg;ĐẾ
data/0/8_4_CHẾ.jpg;CHẾ
data/0/8_5_LA.jpg;LA
data/0/8_6_MÃ.jpg;MÃ
data/0/8_7_VÀ.jpg;VÀ
data/0/8_8_ẢNH.jpg;ẢNH
data/0/8_9_HƯỞNG.jpg;HƯỞNG
data/0/8_10_ĐẾN.jpg;ĐẾN
data/0/8_11_NHIỀU.jpg;NHIỀU
data/0/8_12_BANG.jpg;BANG
data/0/8_13_KHÁC.jpg;KHÁC
data/0/8_14_CỦA.jpg;CỦA
data/0/8_15_ĐỨC.jpg;ĐỨC
data/0/9_0_ALBUM.jpg;ALBUM
data/0/9_1_NHẠC.jpg;NHẠC
data/0/9_2_PHIM.jpg;PHIM
data/0/9_3_TRỞ.jpg;TRỞ
data/0/9_4_THÀNH.jpg;THÀNH
data/0/9_5_ALBUM.jpg;ALBUM
data/0/9_6_NHẠC.jpg;NHẠC
data/0/9_7_PHIM.jpg;PHIM
data/0/9_8_CHỦ.jpg;CHỦ
data/0/9_9_YẾU.jpg;YẾU
data/0/9_10_GỒM.jpg;GỒM
data/0/9_11_NHẠC.jpg;NHẠC
data/0/9_12_GIAO.jpg;GIAO
data/0/9_13_HƯỞNG.jpg;HƯỞNG
data/0/9_14_BÁN.jpg;BÁN
data/0/9_15_CHẠY.jpg;CHẠY
data/0/9_16_NHẤT.jpg;NHẤT
data/0/9_17_MỌI.jpg;MỌI
data/0/9_18_THỜI.jpg;THỜI
data/0/9_19_ĐẠI.jpg;ĐẠI
data/0/11_0_26.jpg;26
data/0/11_1_TUỔI.jpg;TUỔI
data/0/12_0_BẢN.jpg;BẢN
data/0/12_1_CHẤT.jpg;CHẤT
data/0/12_2_CỦA.jpg;CỦA
data/0/12_3_HIỆN.jpg;HIỆN
data/0/12_4_TƯỢNG.jpg;TƯỢNG
data/0/12_5_SIÊU.jpg;SIÊU
data/0/12_6_TÂN.jpg;TÂN
data/0/12_7_TINH.jpg;TINH
data/0/12_8_LÀ.jpg;LÀ
data/0/12_9_ĐIỂM.jpg;ĐIỂM
data/0/12_10_KẾT.jpg;KẾT
data/0/12_11_CỤC.jpg;CỤC
data/0/12_12_CỦA.jpg;CỦA
data/0/12_13_MỘT.jpg;MỘT
data/0/12_14_SỐ.jpg;SỐ
data/0/12_15_LOẠI.jpg;LOẠI
